# Time (seconds),f0_f0_f0,f0_f0_f1,f0_f0_f2,f0_f0_f3,f0_f0_f4,f0_f0_f5,f0_f0_f6,f0_f0_f7
0.08963636363636364,1.0216522216796875,1.0489959716796875,1.0818634033203125,1.1020355224609375,1.1078033447265625,1.0980987548828125,1.0751190185546875,1.0430755615234375
0.17927272727272728,1.0309600830078125,1.057098388671875,1.0868377685546875,1.106689453125,1.1133880615234375,1.10430908203125,1.079986572265625,1.045684814453125
0.26890909090909093,1.024993896484375,1.0510711669921875,1.0833587646484375,1.103912353515625,1.1108856201171875,1.1029815673828125,1.0807647705078125,1.047271728515625
0.35854545454545456,1.0200653076171875,1.0464019775390625,1.0808563232421875,1.1040191650390625,1.1123199462890625,1.103668212890625,1.07916259765625,1.046112060546875
0.4481818181818182,1.024322509765625,1.0516510009765625,1.08172607421875,1.09930419921875,1.106170654296875,1.0985107421875,1.0728302001953125,1.0397796630859375
0.5378181818181819,1.0224609375,1.0484771728515625,1.0812835693359375,1.102325439453125,1.111419677734375,1.1044921875,1.0787811279296875,1.0441131591796875
0.6274545454545455,1.022857666015625,1.051513671875,1.087066650390625,1.107666015625,1.111968994140625,1.10089111328125,1.077301025390625,1.046051025390625
0.7170909090909091,1.031585693359375,1.0589752197265625,1.0910186767578125,1.109344482421875,1.113189697265625,1.104827880859375,1.08026123046875,1.0446929931640625
0.8067272727272727,1.027130126953125,1.0554046630859375,1.0885009765625,1.108062744140625,1.1137237548828125,1.104156494140625,1.0776519775390625,1.044464111328125
0.8963636363636364,1.0259552001953125,1.05377197265625,1.0881195068359375,1.1093597412109375,1.1151123046875,1.1028289794921875,1.0772247314453125,1.0447235107421875
0.986,1.029296875,1.0558319091796875,1.08929443359375,1.1108245849609375,1.1170806884765625,1.10650634765625,1.0815887451171875,1.0496673583984375
1.0756363636363637,1.0236358642578125,1.0528717041015625,1.0867767333984375,1.1053924560546875,1.1086273193359375,1.09783935546875,1.0736083984375,1.0411224365234375
1.1652727272727275,1.029296875,1.058807373046875,1.093048095703125,1.113006591796875,1.1174468994140625,1.1056060791015625,1.0787200927734375,1.042938232421875
1.2549090909090912,1.03643798828125,1.0637359619140625,1.096160888671875,1.118011474609375,1.124786376953125,1.1132965087890625,1.083221435546875,1.0424957275390625
1.344545454545455,1.0301361083984375,1.0571441650390625,1.091400146484375,1.111480712890625,1.1154022216796875,1.1042327880859375,1.078826904296875,1.0459747314453125
1.4341818181818187,1.022308349609375,1.05133056640625,1.0879058837890625,1.110015869140625,1.1156768798828125,1.10504150390625,1.0767822265625,1.0391845703125
1.5238181818181824,1.0259246826171875,1.0538177490234375,1.0878448486328125,1.108917236328125,1.11566162109375,1.106353759765625,1.0807342529296875,1.04559326171875
1.6134545454545461,1.021148681640625,1.0509796142578125,1.086181640625,1.107452392578125,1.1145477294921875,1.10382080078125,1.0761260986328125,1.0426483154296875
1.7030909090909099,1.0324859619140625,1.0586700439453125,1.091583251953125,1.112823486328125,1.1189727783203125,1.109161376953125,1.0832061767578125,1.04754638671875
1.7927272727272736,1.031219482421875,1.0584259033203125,1.091156005859375,1.1134490966796875,1.1228790283203125,1.113861083984375,1.085784912109375,1.0479888916015625
1.8823636363636373,1.0234527587890625,1.0478668212890625,1.07977294921875,1.104339599609375,1.1166534423828125,1.1112060546875,1.087493896484375,1.0512847900390625
1.972000000000001,1.025848388671875,1.05523681640625,1.0904083251953125,1.111480712890625,1.1169891357421875,1.106201171875,1.07928466796875,1.042205810546875
2.061636363636365,1.020599365234375,1.0485382080078125,1.0836639404296875,1.104644775390625,1.1116485595703125,1.103485107421875,1.0797271728515625,1.0463104248046875
2.1512727272727283,1.0360107421875,1.0640106201171875,1.0941619873046875,1.1121673583984375,1.1184234619140625,1.107666015625,1.0798187255859375,1.04412841796875
2.240909090909092,1.02392578125,1.0514984130859375,1.0857696533203125,1.1073150634765625,1.1137542724609375,1.1042938232421875,1.079437255859375,1.0443115234375
2.3305454545454554,1.0270843505859375,1.0546417236328125,1.0912628173828125,1.1146697998046875,1.1211700439453125,1.1085968017578125,1.0802459716796875,1.04315185546875
2.420181818181819,1.01885986328125,1.0489044189453125,1.0890045166015625,1.1151123046875,1.1217498779296875,1.1104736328125,1.082550048828125,1.0444183349609375
2.5098181818181824,1.025146484375,1.0568389892578125,1.0930328369140625,1.115264892578125,1.120697021484375,1.1087646484375,1.080657958984375,1.0439300537109375
2.599454545454546,1.0279693603515625,1.056060791015625,1.09222412109375,1.115753173828125,1.1225128173828125,1.110870361328125,1.080902099609375,1.042938232421875
2.6890909090909094,1.0205535888671875,1.04705810546875,1.08099365234375,1.1061553955078125,1.116485595703125,1.108734130859375,1.083251953125,1.0465545654296875
2.778727272727273,1.018829345703125,1.04815673828125,1.0835723876953125,1.10601806640625,1.111846923828125,1.100738525390625,1.07427978515625,1.0413818359375
2.8683636363636364,1.0216064453125,1.0514373779296875,1.0885009765625,1.111297607421875,1.1183319091796875,1.1070404052734375,1.0778350830078125,1.040069580078125
2.958,1.033843994140625,1.062591552734375,1.09674072265625,1.1169586181640625,1.120635986328125,1.1092529296875,1.0820465087890625,1.0449371337890625
3.0476363636363635,1.023284912109375,1.056671142578125,1.095703125,1.11700439453125,1.1190643310546875,1.1056365966796875,1.077728271484375,1.0402679443359375
3.137272727272727,1.04132080078125,1.0722503662109375,1.1055908203125,1.1235198974609375,1.123931884765625,1.1048431396484375,1.0712127685546875,1.0338287353515625
3.2269090909090905,1.0327911376953125,1.06396484375,1.0955352783203125,1.1133575439453125,1.1175079345703125,1.10333251953125,1.074005126953125,1.037750244140625
3.3165454545454542,1.02398681640625,1.0512237548828125,1.0853271484375,1.10638427734375,1.11175537109375,1.1009674072265625,1.075225830078125,1.0413818359375
3.4061818181818175,1.02655029296875,1.056182861328125,1.09051513671875,1.109466552734375,1.112274169921875,1.0993499755859375,1.0731201171875,1.0410614013671875
3.4958181818181813,1.0395660400390625,1.0676727294921875,1.0961151123046875,1.111846923828125,1.114959716796875,1.1030120849609375,1.0761871337890625,1.0425567626953125
3.5854545454545446,1.0325775146484375,1.062713623046875,1.095428466796875,1.113555908203125,1.1171417236328125,1.10467529296875,1.077178955078125,1.03924560546875
