# Time (seconds),f0_f0_f0,f0_f0_f1,f0_f0_f2,f0_f0_f3,f0_f0_f4,f0_f0_f5,f0_f0_f6,f0_f0_f7
0.039,1.047393798828125,1.076385498046875,1.08892822265625,1.07281494140625,1.038970947265625,0.9909210205078125,0.9381866455078125,0.89166259765625
0.078,1.056365966796875,1.0843048095703125,1.09625244140625,1.079071044921875,1.042999267578125,0.9945220947265625,0.942657470703125,0.89581298828125
0.117,1.0586395263671875,1.0854644775390625,1.0973663330078125,1.082427978515625,1.0467987060546875,0.9971923828125,0.9441375732421875,0.8954315185546875
0.156,1.054840087890625,1.0844268798828125,1.0960540771484375,1.078765869140625,1.0430145263671875,0.9934539794921875,0.9411163330078125,0.894866943359375
0.195,1.0613861083984375,1.088165283203125,1.0970611572265625,1.07965087890625,1.04644775390625,0.999542236328125,0.943084716796875,0.89129638671875
0.234,1.059783935546875,1.0889434814453125,1.099884033203125,1.0826568603515625,1.0473785400390625,0.99810791015625,0.9427642822265625,0.894012451171875
0.273,1.057403564453125,1.08612060546875,1.09686279296875,1.079193115234375,1.044189453125,0.9980010986328125,0.9456634521484375,0.8955078125
0.312,1.065582275390625,1.091064453125,1.1009979248046875,1.0841827392578125,1.0465850830078125,0.996002197265625,0.9418182373046875,0.892852783203125
0.351,1.055694580078125,1.0843505859375,1.09539794921875,1.0783538818359375,1.043060302734375,0.9946136474609375,0.9424896240234375,0.8946380615234375
0.39,1.0503082275390625,1.0787353515625,1.0924072265625,1.0774078369140625,1.0421295166015625,0.993194580078125,0.939971923828125,0.8913421630859375
0.429,1.050933837890625,1.081268310546875,1.093536376953125,1.076934814453125,1.0413055419921875,0.9919586181640625,0.93914794921875,0.8918609619140625
0.468,1.0523834228515625,1.0822296142578125,1.0962066650390625,1.081878662109375,1.0464630126953125,0.9954833984375,0.9403228759765625,0.8915252685546875
0.507,1.0560760498046875,1.0836181640625,1.0966339111328125,1.0819244384765625,1.0461273193359375,0.996978759765625,0.9427947998046875,0.89349365234375
0.546,1.065093994140625,1.0910491943359375,1.1014862060546875,1.0860137939453125,1.0502166748046875,1.0001983642578125,0.9443817138671875,0.89459228515625
0.585,1.0602569580078125,1.0894927978515625,1.1005859375,1.0848236083984375,1.0497894287109375,1.0001678466796875,0.94476318359375,0.8946990966796875
0.624,1.0524139404296875,1.0822906494140625,1.0950164794921875,1.078857421875,1.04302978515625,0.99493408203125,0.9412841796875,0.8921966552734375
0.663,1.0570831298828125,1.0855255126953125,1.097625732421875,1.082977294921875,1.0477447509765625,0.997344970703125,0.943695068359375,0.8929595947265625
0.702,1.0546112060546875,1.0850067138671875,1.0965728759765625,1.0814666748046875,1.046112060546875,0.9949798583984375,0.937744140625,0.886627197265625
0.741,1.0572662353515625,1.085693359375,1.095855712890625,1.0764007568359375,1.04052734375,0.9925079345703125,0.936767578125,0.8884735107421875
0.78,1.064971923828125,1.089996337890625,1.09765625,1.078948974609375,1.0414886474609375,0.9893798828125,0.9347381591796875,0.8879852294921875
0.819,1.0566558837890625,1.084014892578125,1.0934906005859375,1.0747833251953125,1.0379791259765625,0.98895263671875,0.935089111328125,0.8856048583984375
0.858,1.0477142333984375,1.077667236328125,1.090789794921875,1.0745086669921875,1.0378265380859375,0.9876556396484375,0.932464599609375,0.884674072265625
0.897,1.057098388671875,1.08526611328125,1.096527099609375,1.07818603515625,1.041473388671875,0.99249267578125,0.937164306640625,0.8855743408203125
0.936,1.06280517578125,1.090545654296875,1.1007537841796875,1.0833587646484375,1.0463409423828125,0.994049072265625,0.936767578125,0.8871307373046875
0.975,1.0501708984375,1.0810546875,1.0942840576171875,1.0778350830078125,1.0426788330078125,0.9927520751953125,0.9376983642578125,0.8873291015625
