# Time (seconds),f0_f0_f0,f0_f0_f1,f0_f0_f2,f0_f0_f3,f0_f0_f4,f0_f0_f5,f0_f0_f6,f0_f0_f7
0.039,0.942779541015625,0.89813232421875,0.8865966796875,0.90228271484375,0.9383087158203125,0.985198974609375,1.03765869140625,1.087615966796875
0.078,0.9324493408203125,0.8923187255859375,0.8831634521484375,0.897979736328125,0.9325408935546875,0.9798583984375,1.0337066650390625,1.0871734619140625
0.117,0.9318389892578125,0.891571044921875,0.8824615478515625,0.8969268798828125,0.93170166015625,0.9796600341796875,1.031524658203125,1.08349609375
0.156,0.927337646484375,0.887786865234375,0.88037109375,0.8963623046875,0.9326629638671875,0.984466552734375,1.041229248046875,1.0958709716796875
0.195,0.9396209716796875,0.8999786376953125,0.891571044921875,0.9029541015625,0.9329071044921875,0.9796905517578125,1.0352630615234375,1.0894775390625
0.234,0.9345703125,0.8928375244140625,0.88226318359375,0.89532470703125,0.9270477294921875,0.9752349853515625,1.0332794189453125,1.088165283203125
0.273,0.9345245361328125,0.892303466796875,0.883514404296875,0.8993682861328125,0.93359375,0.981719970703125,1.039154052734375,1.0939178466796875
0.312,0.9292449951171875,0.8885040283203125,0.880157470703125,0.8941802978515625,0.925323486328125,0.97412109375,1.0321807861328125,1.0877532958984375
0.351,0.9416961669921875,0.9040374755859375,0.89642333984375,0.90972900390625,0.9426116943359375,0.9900054931640625,1.0420684814453125,1.0930633544921875
0.39,0.9395751953125,0.9007110595703125,0.8886260986328125,0.898651123046875,0.9305877685546875,0.97930908203125,1.0353546142578125,1.087860107421875
0.429,0.9372100830078125,0.8943939208984375,0.882904052734375,0.8936004638671875,0.924835205078125,0.972442626953125,1.028533935546875,1.085906982421875
0.468,0.939788818359375,0.8989410400390625,0.8892364501953125,0.9054412841796875,0.9415130615234375,0.990509033203125,1.0456085205078125,1.097198486328125
0.507,0.9321746826171875,0.8898162841796875,0.878387451171875,0.8902587890625,0.9233551025390625,0.97369384765625,1.032928466796875,1.090667724609375
0.546,0.937042236328125,0.8987884521484375,0.8902740478515625,0.904449462890625,0.9368133544921875,0.9816741943359375,1.0319976806640625,1.0812225341796875
0.585,0.930389404296875,0.8916473388671875,0.8828125,0.8959808349609375,0.93048095703125,0.9807586669921875,1.0368804931640625,1.09210205078125
0.624,0.931640625,0.89288330078125,0.881744384765625,0.8926239013671875,0.926116943359375,0.9751739501953125,1.0323638916015625,1.09149169921875
0.663,0.933074951171875,0.891754150390625,0.88201904296875,0.8963623046875,0.929718017578125,0.978363037109375,1.0358428955078125,1.0920867919921875
0.702,0.935699462890625,0.8924102783203125,0.88031005859375,0.89556884765625,0.9330902099609375,0.98297119140625,1.0398406982421875,1.095947265625
0.741,0.92047119140625,0.876617431640625,0.8668670654296875,0.88275146484375,0.9186859130859375,0.968994140625,1.0283203125,1.0886383056640625
0.78,0.9367218017578125,0.8939208984375,0.8818817138671875,0.895416259765625,0.930511474609375,0.9805755615234375,1.0391693115234375,1.0943603515625
0.819,0.9370880126953125,0.8945159912109375,0.8816986083984375,0.8932342529296875,0.92730712890625,0.9786224365234375,1.037872314453125,1.093414306640625
0.858,0.9267425537109375,0.885101318359375,0.875701904296875,0.8893585205078125,0.92333984375,0.97381591796875,1.03338623046875,1.090789794921875
0.897,0.92803955078125,0.8848876953125,0.87646484375,0.8956146240234375,0.9348297119140625,0.9871368408203125,1.0435028076171875,1.0959014892578125
0.936,0.926055908203125,0.8826446533203125,0.876800537109375,0.894744873046875,0.931304931640625,0.9839019775390625,1.04302978515625,1.0977630615234375
0.975,0.9362945556640625,0.89373779296875,0.882598876953125,0.8963775634765625,0.929290771484375,0.9764404296875,1.0295562744140625,1.0834503173828125
1.014,0.9244842529296875,0.8828582763671875,0.8744964599609375,0.88958740234375,0.9259033203125,0.9798736572265625,1.0435028076171875,1.102294921875
1.053,0.932952880859375,0.8909759521484375,0.8829345703125,0.900177001953125,0.936798095703125,0.984527587890625,1.03924560546875,1.0931549072265625
1.092,0.928497314453125,0.888092041015625,0.87994384765625,0.8933258056640625,0.9268646240234375,0.9745635986328125,1.0277862548828125,1.081512451171875
1.131,0.929901123046875,0.88946533203125,0.8809814453125,0.895660400390625,0.930084228515625,0.9783172607421875,1.034332275390625,1.0886993408203125
1.17,0.936676025390625,0.8948822021484375,0.884063720703125,0.8974609375,0.9301910400390625,0.977813720703125,1.032867431640625,1.0856781005859375
1.209,0.92236328125,0.8840484619140625,0.8769989013671875,0.8914794921875,0.9277801513671875,0.9797821044921875,1.037994384765625,1.0931549072265625
1.248,0.9404449462890625,0.895660400390625,0.8822174072265625,0.8975830078125,0.9374542236328125,0.992431640625,1.0522003173828125,1.10772705078125
1.287,0.9324951171875,0.892974853515625,0.885101318359375,0.899322509765625,0.9322357177734375,0.9778594970703125,1.0312042236328125,1.0868072509765625
1.326,0.929840087890625,0.89129638671875,0.886962890625,0.904022216796875,0.9369659423828125,0.981475830078125,1.03448486328125,1.0861053466796875
1.365,0.9283447265625,0.8811492919921875,0.8690338134765625,0.88409423828125,0.9217071533203125,0.9744110107421875,1.034759521484375,1.0935516357421875
1.404,0.9378204345703125,0.895599365234375,0.885833740234375,0.899688720703125,0.932464599609375,0.97991943359375,1.0372467041015625,1.093719482421875
1.443,0.92572021484375,0.882354736328125,0.8707122802734375,0.8832550048828125,0.91888427734375,0.9712677001953125,1.030364990234375,1.0889892578125
1.482,0.9222869873046875,0.879058837890625,0.8701324462890625,0.885223388671875,0.92120361328125,0.974334716796875,1.037445068359375,1.0976409912109375
1.521,0.93377685546875,0.892822265625,0.883056640625,0.8968353271484375,0.9314422607421875,0.9830474853515625,1.04229736328125,1.0959320068359375
1.56,0.9206390380859375,0.87969970703125,0.8736572265625,0.8917388916015625,0.93060302734375,0.982421875,1.0399627685546875,1.0981903076171875
1.599,0.9326324462890625,0.8876190185546875,0.877410888671875,0.892120361328125,0.929229736328125,0.982696533203125,1.04412841796875,1.102386474609375
1.638,0.91668701171875,0.8769378662109375,0.8718414306640625,0.887939453125,0.9231719970703125,0.97381591796875,1.0339202880859375,1.0926055908203125
1.677,0.92388916015625,0.881500244140625,0.8730621337890625,0.8889007568359375,0.9256591796875,0.979827880859375,1.0373077392578125,1.089080810546875
1.716,0.926177978515625,0.8848724365234375,0.876312255859375,0.8906707763671875,0.9261322021484375,0.9761199951171875,1.031951904296875,1.0877532958984375
1.755,0.9265899658203125,0.8858184814453125,0.8768157958984375,0.89300537109375,0.9291839599609375,0.979766845703125,1.0378265380859375,1.093414306640625
1.794,0.9264678955078125,0.8899993896484375,0.886505126953125,0.90234375,0.9364776611328125,0.984161376953125,1.0386810302734375,1.0928192138671875
1.833,0.9364776611328125,0.895416259765625,0.8879241943359375,0.90472412109375,0.9402313232421875,0.988677978515625,1.044097900390625,1.0975341796875
1.872,0.922698974609375,0.88128662109375,0.8781280517578125,0.8973236083984375,0.932952880859375,0.9818572998046875,1.035980224609375,1.089141845703125
1.911,0.9376983642578125,0.89453125,0.88275146484375,0.89691162109375,0.935455322265625,0.988861083984375,1.046234130859375,1.0976715087890625
1.95,0.9342193603515625,0.8922882080078125,0.8838043212890625,0.898468017578125,0.9327392578125,0.982574462890625,1.0405426025390625,1.0966644287109375
1.989,0.9302520751953125,0.8894195556640625,0.8797454833984375,0.89447021484375,0.9301910400390625,0.9791107177734375,1.0350189208984375,1.090057373046875
2.028,0.93707275390625,0.89630126953125,0.887542724609375,0.9018096923828125,0.9355621337890625,0.98553466796875,1.0439300537109375,1.09759521484375
2.067,0.9305572509765625,0.8935546875,0.8894500732421875,0.9055328369140625,0.937164306640625,0.9839019775390625,1.0395355224609375,1.09375
2.106,0.93603515625,0.8946380615234375,0.886383056640625,0.901458740234375,0.9360809326171875,0.9860076904296875,1.0428466796875,1.095062255859375
2.145,0.922576904296875,0.8816986083984375,0.8759918212890625,0.893646240234375,0.9314422607421875,0.9840240478515625,1.0414886474609375,1.095489501953125
2.184,0.9181976318359375,0.8778839111328125,0.872039794921875,0.88958740234375,0.9282684326171875,0.9805145263671875,1.0396881103515625,1.096405029296875
2.223,0.9317169189453125,0.889129638671875,0.879913330078125,0.8956756591796875,0.9302825927734375,0.9795074462890625,1.0371246337890625,1.0937652587890625
2.262,0.92724609375,0.8830718994140625,0.8746795654296875,0.893951416015625,0.9304962158203125,0.978424072265625,1.033538818359375,1.0903167724609375
2.301,0.928985595703125,0.8856201171875,0.8772430419921875,0.8941192626953125,0.928955078125,0.975830078125,1.0323333740234375,1.090423583984375
2.34,0.9314727783203125,0.8915557861328125,0.882659912109375,0.89697265625,0.9327850341796875,0.9830169677734375,1.0388946533203125,1.092742919921875
2.379,0.937835693359375,0.89569091796875,0.885406494140625,0.8987884521484375,0.9317474365234375,0.9787750244140625,1.03387451171875,1.0888519287109375
