# Time (seconds),f0_f0_f0,f0_f0_f1,f0_f0_f2,f0_f0_f3,f0_f0_f4,f0_f0_f5,f0_f0_f6,f0_f0_f7
0.039,0.9313201904296875,0.89263916015625,0.886077880859375,0.903350830078125,0.93853759765625,0.9866943359375,1.0442657470703125,1.10089111328125
0.078,0.9212799072265625,0.8847503662109375,0.8792266845703125,0.8959197998046875,0.933563232421875,0.9858245849609375,1.044403076171875,1.10040283203125
0.117,0.9295196533203125,0.886932373046875,0.8781890869140625,0.8967437744140625,0.935699462890625,0.986541748046875,1.0446929931640625,1.10137939453125
0.156,0.9189453125,0.877960205078125,0.8741455078125,0.8962554931640625,0.9379730224609375,0.99249267578125,1.0522613525390625,1.109405517578125
0.195,0.92523193359375,0.8794708251953125,0.870513916015625,0.8928680419921875,0.934783935546875,0.9869537353515625,1.0491943359375,1.109405517578125
0.234,0.9258575439453125,0.8810272216796875,0.871795654296875,0.89007568359375,0.9309844970703125,0.98822021484375,1.052337646484375,1.112274169921875
0.273,0.9311370849609375,0.8860931396484375,0.87646484375,0.89581298828125,0.9366302490234375,0.9905242919921875,1.052337646484375,1.1111907958984375
0.312,0.930511474609375,0.8884735107421875,0.8775787353515625,0.89306640625,0.932098388671875,0.985015869140625,1.046112060546875,1.1058349609375
0.351,0.9292144775390625,0.889190673828125,0.8837738037109375,0.9033203125,0.9426116943359375,0.99298095703125,1.04913330078125,1.10406494140625
0.39,0.923248291015625,0.8782196044921875,0.8694915771484375,0.8891754150390625,0.9309539794921875,0.9861297607421875,1.0459442138671875,1.1029815673828125
0.429,0.919097900390625,0.8750762939453125,0.86944580078125,0.8914031982421875,0.933837890625,0.98883056640625,1.0487823486328125,1.10589599609375
0.468,0.9188385009765625,0.879150390625,0.873626708984375,0.890960693359375,0.9310760498046875,0.9898681640625,1.0539093017578125,1.109710693359375
0.507,0.9226837158203125,0.880950927734375,0.874969482421875,0.8933868408203125,0.931304931640625,0.9855194091796875,1.04736328125,1.1053009033203125
0.546,0.92254638671875,0.882781982421875,0.87542724609375,0.8921661376953125,0.9301300048828125,0.984344482421875,1.0456390380859375,1.1038970947265625
0.585,0.9281463623046875,0.8894500732421875,0.8840484619140625,0.9015045166015625,0.93798828125,0.989288330078125,1.0459136962890625,1.0995330810546875
0.624,0.9295654296875,0.89007568359375,0.8843536376953125,0.90191650390625,0.9407806396484375,0.9937744140625,1.05157470703125,1.104400634765625
0.663,0.9262542724609375,0.880859375,0.8700408935546875,0.8896636962890625,0.9337310791015625,0.9927825927734375,1.05804443359375,1.1185760498046875
0.702,0.918487548828125,0.873748779296875,0.8683319091796875,0.8899688720703125,0.934326171875,0.9922332763671875,1.0549163818359375,1.1113433837890625
0.741,0.9209442138671875,0.8763580322265625,0.86846923828125,0.8890228271484375,0.9324493408203125,0.9864501953125,1.0439605712890625,1.10028076171875
0.78,0.9235687255859375,0.8819427490234375,0.8775787353515625,0.897674560546875,0.937652587890625,0.99090576171875,1.0485992431640625,1.1039886474609375
0.819,0.9240875244140625,0.884521484375,0.880462646484375,0.8989105224609375,0.93511962890625,0.987060546875,1.0460205078125,1.103179931640625
0.858,0.919525146484375,0.8784942626953125,0.873199462890625,0.8933258056640625,0.9351654052734375,0.9930572509765625,1.0557403564453125,1.1120452880859375
0.897,0.9272308349609375,0.887939453125,0.8799591064453125,0.8967437744140625,0.9359130859375,0.9904022216796875,1.0502777099609375,1.10626220703125
0.936,0.9217376708984375,0.88525390625,0.883575439453125,0.9042510986328125,0.9436492919921875,0.995391845703125,1.050262451171875,1.0997467041015625
0.975,0.9235992431640625,0.8805694580078125,0.8738250732421875,0.8958282470703125,0.93719482421875,0.9902801513671875,1.048828125,1.104034423828125
1.014,0.927581787109375,0.8806915283203125,0.870269775390625,0.8885650634765625,0.928192138671875,0.9824066162109375,1.045257568359375,1.104827880859375
1.053,0.9303131103515625,0.88580322265625,0.8746185302734375,0.8895721435546875,0.92950439453125,0.9866943359375,1.05206298828125,1.112335205078125
1.092,0.92987060546875,0.882476806640625,0.872589111328125,0.8914337158203125,0.93280029296875,0.98736572265625,1.0470733642578125,1.1060028076171875
1.131,0.93438720703125,0.8903350830078125,0.879913330078125,0.8988037109375,0.938720703125,0.9913787841796875,1.0509796142578125,1.1092987060546875
1.17,0.9362945556640625,0.8920745849609375,0.8809051513671875,0.896240234375,0.9346771240234375,0.9892730712890625,1.05023193359375,1.1091766357421875
1.209,0.9250946044921875,0.881591796875,0.875213623046875,0.896148681640625,0.93756103515625,0.9916229248046875,1.0514678955078125,1.107269287109375
1.248,0.9200592041015625,0.875244140625,0.8662109375,0.88690185546875,0.93304443359375,0.991912841796875,1.0551910400390625,1.1153106689453125
1.287,0.9190673828125,0.873046875,0.862396240234375,0.8791351318359375,0.9185028076171875,0.974517822265625,1.0397796630859375,1.1043548583984375
1.326,0.9386749267578125,0.892822265625,0.877960205078125,0.892669677734375,0.9322509765625,0.9857635498046875,1.0458526611328125,1.1065673828125
1.365,0.93804931640625,0.894744873046875,0.882659912109375,0.89605712890625,0.9308624267578125,0.9816741943359375,1.0421142578125,1.103759765625
1.404,0.92755126953125,0.889434814453125,0.8856658935546875,0.9039459228515625,0.939178466796875,0.98748779296875,1.0427093505859375,1.0970001220703125
1.443,0.9329376220703125,0.8900909423828125,0.8828582763671875,0.900787353515625,0.9364166259765625,0.9865264892578125,1.0443267822265625,1.1014404296875
1.482,0.943572998046875,0.900634765625,0.8882598876953125,0.90301513671875,0.940093994140625,0.98956298828125,1.0471038818359375,1.103271484375
